ISSN,IMPACT_FACTOR
0266-4623,1.3330000000000002
0195-928X,0.8290000000000001
2152-5080,0.9670000000000001
1473-3315,0.8809999999999999
1545-7362,0.405
1535-3893,3.95
1351-0126,1.702
0022-4049,0.72
0022-4065,2.306
0144-8617,5.1579999999999995
0008-6215,2.074
0143-3334,5.072
0733-8651,1.42
0008-6312,1.714
1475-2840,5.235
1530-7905,2.989
0008-6568,2.188
1947-6035,2.6210000000000004
0008-7114,0.608
1933-9747,1.756
0379-7112,1.8880000000000001
1054-6006,1.794
0388-788X,0.644
1583-5022,0.5479999999999999
1936-6582,2.346
0219-4775,0.625
0015-5500,1.044
0015-5683,1.505
0015-5713,1.193
0960-3085,2.7439999999999998
1867-0334,2.273
2042-6496,3.2889999999999997
0015-6426,0.373
1654-6628,2.086
1532-0456,2.426
1532-0456,2.426
1532-0456,2.426
0010-437X,1.252
1065-657X,0.889
0010-4825,2.115
0010-4825,2.115
1499-3872,1.5
0270-9139,14.079
1601-5223,1.632
0018-067X,3.872
0733-1347,2.0
0895-7959,1.925
0952-6951,0.35100000000000003
0727-3061,0.5
0213-3911,2.015
1528-4336,1.379
0959-6836,2.419
1013-9923,0.07
1663-2818,2.103
1109-3099,1.712
0066-4219,14.97
0147-006X,14.675
0199-9885,8.886000000000001
0362-1642,13.295
0066-426X,13.738
0163-7525,9.491
0954-1020,1.3940000000000001
0959-4973,1.869
0066-4804,4.255
0733-8635,3.214
1076-0512,2.471
1076-0512,2.471
1944-3994,1.383
1534-5807,9.616
1058-8388,2.5069999999999997
0012-1630,2.494
8755-1039,1.014
0012-2661,0.674
1742-2876,1.771
1051-2004,2.241
0278-0240,2.949
0278-0240,2.949
1754-8403,4.398
0236-5731,1.181
0892-1016,0.6990000000000001
1002-0721,2.524
1861-8200,1.574
1051-2276,2.6510000000000002
2225-6253,0.33899999999999997
1019-9128,0.8490000000000001
1059-0145,1.375
0022-5142,2.379
1024-2422,1.06
0006-291X,2.559
1369-703X,3.2260000000000004
0006-2928,1.9269999999999998
0006-2979,1.724
0958-3157,0.9179999999999999
0101-2061,1.084
0015-7473,0.488
0015-7473,0.488
1615-3375,3.056
0015-9018,1.083
0891-5849,6.02
0891-5849,6.02
1058-0468,2.7880000000000003
2330-1635,2.835
0277-0903,2.0140000000000002
1446-7887,0.7440000000000001
1082-6742,0.43
1053-8127,0.982
1556-6560,2.9930000000000003
0021-924X,2.35
0305-0270,4.154
0021-9266,0.633
1754-1611,5.256
0949-8257,2.952
0949-8257,2.952
0393-974X,1.3969999999999998
1021-7770,3.466
2052-7276,3.3680000000000003
0018-6368,0.129
0362-1588,0.285
0018-7143,0.6
1065-9471,4.927
1090-8471,0.917
0018-7208,2.371
0001-5652,0.542
0167-9457,1.84
0167-9457,1.84
1059-7794,5.359
0885-6222,2.806
0268-1161,4.99
0731-8898,1.15
0265-931X,2.263
1059-0501,4.586
1041-2905,1.0070000000000001
1066-5234,2.537
1010-061X,2.5380000000000003
1745-8080,1.3619999999999999
2329-8456,1.861
1552-5007,2.432
0963-8288,2.042
1462-7264,0.569
1572-5286,0.48
1521-298X,0.44
0178-2770,0.84
1044-5498,2.634
1568-7864,4.461
1568-7864,4.461
1340-2838,5.415
1567-1348,2.545
0219-0257,0.6890000000000001
0378-7206,3.89
0868-4952,1.386
1350-4495,1.851
0020-1383,2.199
2044-2041,1.663
1753-4259,2.312
0046-9580,0.574
0965-1748,3.562
0962-1075,2.492
1073-9149,0.963
0167-6687,1.265
1683-3198,0.466
1683-3198,0.466
1018-2438,2.437
0960-3115,2.8280000000000003
2165-5979,1.639
0269-9702,1.66
0892-7014,2.786
1932-104X,3.3760000000000003
1748-3182,2.727
1083-8791,4.484
0006-3207,4.66
1745-6150,2.6489999999999996
1387-3547,3.054
0918-6158,1.694
0006-3223,11.982000000000001
0860-021X,1.729
1045-1056,1.8719999999999999
1525-7797,5.7379999999999995
1617-7959,3.2119999999999997
0269-3879,1.6880000000000002
0120-4157,0.62
0323-3847,1.114
0006-341X,1.524
0006-3444,1.669
1520-4081,2.491
1180-4009,1.321
0141-0229,2.932
0950-2688,2.044
1120-9763,1.2890000000000001
0193-936X,7.582999999999999
2041-1480,1.6
1087-0571,2.355
1054-3406,0.638
0021-9355,4.583
0884-0431,6.314
0885-8195,1.547
2220-1319,0.688
0003-7214,1.179
0022-541X,2.055
1540-9996,2.097
1547-0083,0.035
1074-8407,1.955
0094-3509,0.534
0022-1112,1.702
0140-7775,2.004
0022-1120,2.8930000000000002
1053-0509,1.665
2196-7350,4.834
1930-5346,0.564
1536-0903,1.443
0065-3055,4.944
1043-4046,1.9809999999999999
0921-8831,2.943
2198-3844,12.440999999999999
2198-3844,12.440999999999999
0278-6826,2.0
2410-7220,0.659
1568-1637,8.972999999999999
0143-2885,3.015
1349-2365,1.8259999999999998
1027-5851,0.375
0143-7496,2.065
0268-3768,2.6010000000000004
2093-274X,0.483
1687-5966,1.182
1526-6125,2.8089999999999997
1087-1357,2.5780000000000003
0022-2402,0.958
0924-7963,2.506
0924-7963,2.506
1076-5174,2.112
2050-7488,9.931000000000001
0899-1561,1.7630000000000001
0957-4522,2.324
2190-8567,2.414
0025-5645,0.664
1727-7191,1.046
1751-6161,3.239
1942-4302,2.233
1452-8258,1.3780000000000001
0022-2593,5.751
1525-5050,2.6
1525-5050,2.6
1535-7597,9.333
0014-0139,2.019
1049-510X,1.053
0179-1613,1.6969999999999998
1438-2377,1.919
0195-668X,23.425
0195-6698,0.9279999999999999
1396-5883,1.3430000000000002
0378-7966,1.3619999999999999
1802-8829,1.0170000000000001
0954-691X,2.0140000000000002
0930-777X,0.535
1041-6102,2.261
0932-3902,0.272
0075-5974,0.655
0085-2538,8.429
0942-2056,3.21
0386-5991,0.451
0263-6484,2.186
0143-4160,3.718
1350-9047,8.0
0008-8749,2.995
0262-4893,1.0
1934-5909,23.29
0302-766X,3.043
0963-6897,2.885
0333-1024,3.8819999999999997
0272-8842,3.057
0009-0352,1.138
1015-9770,2.931
1385-8947,6.735
0009-2347,0.466
1665-2738,1.097
0303-4240,3.235
1583-3186,0.6609999999999999
1841-6624,0.4
1755-0203,0.831
0035-4902,0.349
0393-697X,3.739
1468-0629,2.193
1220-0522,0.912
1221-1451,1.5819999999999999
1445-6354,1.0959999999999999
1068-1620,0.838
2257-7777,0.659
0167-6636,2.697
2328-4277,4.593999999999999
1612-9202,2.6489999999999996
1936-0584,2.755
0906-6691,1.8319999999999999
1687-8760,1.479
1641-876X,1.694
1383-5416,0.804
1357-2725,3.247
0141-8130,3.909
0020-7128,2.577
1341-9625,2.61
0955-6222,0.569
0179-1958,2.533
1074-5351,1.7169999999999999
0306-9877,1.12
0967-0742,1.103
0885-1158,0.8959999999999999
0025-7826,0.172
0025-7680,0.512
1010-660X,1.429
0074-0276,2.833
2271-3646,0.574
0580-9517,0.47600000000000003
0026-1335,0.948
1751-7915,3.9130000000000003
1076-6294,2.344
0882-4010,2.332
1073-9688,2.7969999999999997
1063-0740,0.409
1067-8212,0.446
1061-8309,0.785
1819-7140,0.397
1861-6410,1.9609999999999999
0218-8430,0.2
1056-7895,1.761
1056-7895,1.761
1748-5673,0.652
1601-5029,1.38
1930-5311,0.425
0950-0340,1.2690000000000001
1674-2788,5.595
1093-3263,1.885
1610-2940,1.507
0952-3499,1.868
0952-3499,1.868
0022-2860,2.011
0260-1230,1.483
0362-2525,1.7109999999999999
1783-7677,1.14
1555-130X,1.069
1388-0764,2.127
1934-2608,1.06
1533-4880,1.354
1533-4880,1.354
0163-3864,3.885
0373-4633,1.58
0022-3018,1.94
1124-0490,1.2670000000000001
1319-0164,3.11
0346-1238,1.55
1457-4969,1.925
1757-7241,2.312
1947-2935,1.318
0036-8733,1.579
1674-7313,2.0580000000000003
1674-7283,1.206
1413-9324,0.5
0036-8504,1.0979999999999999
1945-0877,6.377999999999999
2374-4731,1.183
1347-9466,0.5579999999999999
1687-6075,0.9390000000000001
1362-1718,1.936
1946-6234,16.71
1359-6462,4.163
0026-2714,1.236
1387-1811,3.6489999999999996
1387-1811,3.6489999999999996
0953-8194,3.392
1742-2094,5.193
0340-5354,3.783
0022-3050,7.144
0022-510X,2.448
0150-9861,2.7060000000000004
0150-9861,2.7060000000000004
0022-3085,4.3180000000000005
0390-5616,1.767
1355-0284,3.228
0003-9438,1.203
0739-4462,1.3159999999999998
0933-5846,0.519
0373-2029,0.938
1869-0963,0.769
0003-9969,2.05
0365-6233,2.2880000000000003
0365-6233,2.2880000000000003
0883-9417,1.133
0340-5761,5.728
1866-9557,2.414
0003-813X,1.545
1960-1360,0.375
0373-2266,0.95
0374-9096,0.493
1424-9286,0.7809999999999999
0026-461X,1.744
1381-2386,2.585
0217-7323,1.308
0217-9849,0.731
0166-6851,1.744
1073-6085,1.815
1380-3743,2.077
1476-4598,7.776
0300-8177,2.5610000000000004
1738-642X,1.43
1079-5642,6.086
1872-8855,1.591
0749-8063,4.33
0001-2491,0.22
0217-5959,0.5579999999999999
1976-7633,1.344
1905-7415,0.209
0738-0658,0.5579999999999999
0030-8730,0.536
0147-8389,1.4409999999999998
1533-3159,2.556
1530-7085,2.187
1203-6765,1.27
0031-0239,3.73
0094-8373,2.4
0883-8305,2.718
0031-0603,0.526
1424-3903,2.763
0934-0866,4.3839999999999995
0272-6351,1.081
0080-8784,1.886
0894-0959,1.818
1863-2297,6.437
1073-8746,0.5
0037-198X,0.429
0914-4935,0.48200000000000004
0260-2288,1.07
0097-5397,0.902
1936-4954,2.3609999999999998
0037-5497,0.94
0909-752X,1.489
2472-5552,
1550-9109,5.135
1446-9235,0.655
1613-6810,9.597999999999999
1076-1551,3.34
1076-1551,3.34
2212-8778,6.291
1878-0261,5.263999999999999
0344-0338,1.466
0031-3203,3.9619999999999997
0031-3203,3.9619999999999997
2151-321X,0.5329999999999999
0905-6157,4.137
0905-6157,4.137
1155-5645,2.3890000000000002
0172-0643,1.54
1529-7535,3.092
1174-5878,2.0
0749-5161,1.0659999999999998
0899-8493,1.3530000000000002
0888-0018,1.1540000000000001
0891-3668,2.305
1300-0985,1.133
1300-7777,0.65
1223-7027,0.461
0960-7692,5.654
0191-3123,0.657
0042-1138,1.508
1078-1439,3.397
1055-7903,4.412
1674-2052,9.326
1040-452X,3.113
1040-452X,3.113
2372-7705,3.69
2372-7705,3.69
1090-0535,2.219
0942-4962,1.703
2213-4794,2.339
0148-639X,2.496
1229-8093,1.369
2311-6706,7.381
1847-9804,1.73
2079-4991,3.5039999999999996
2079-4991,3.5039999999999996
2192-8606,6.013999999999999
2055-6756,9.391
1738-1584,2.231
1063-1119,0.475
1749-5016,3.5
1538-5744,0.872
1708-5381,1.089
1864-5755,0.961
0195-5616,1.131
0959-4493,1.27
0505-401X,0.915
0378-1135,2.524
0300-9858,1.795
0042-4900,2.05
0165-7380,1.933
0924-2031,1.3630000000000002
0924-2031,1.3630000000000002
2150-5594,3.947
0083-6729,3.286
1045-6740,3.529
1045-6740,3.529
0031-5982,0.28800000000000003
2530-0644,
0869-5911,1.136
2512-2789,
2512-2789,
0091-150X,0.679
1083-7450,1.945
1539-1604,0.945
0973-1296,1.525
0091-3057,2.5380000000000003
1747-0919,2.575
1869-9510,4.165
0038-1101,1.666
1293-2558,1.861
0736-6299,2.0340000000000003
1528-7092,0.40700000000000003
0885-8608,0.98
1087-0156,35.724000000000004
1567-7818,0.86
2058-7546,46.858999999999995
1747-5341,1.222
1042-6507,0.674
0905-4383,1.9380000000000002
1549-5418,1.62
1569-4410,1.575
1569-4410,1.575
0166-8595,3.091
0300-3604,1.74
1474-7065,1.923
1753-3562,0.696
0734-242X,1.631
1366-7017,0.838
1876-1658,1.442
0043-1354,7.051
0043-1397,4.361000000000001
0097-8078,0.395
1524-4695,0.669
0043-1656,0.812
0043-2296,1.652
0923-4861,1.581
0084-0173,4.8
1035-3712,1.41
1226-6116,1.247
1757-7004,5.843999999999999
1561-8633,2.281
0921-030X,1.901
0028-0712,0.03
1078-8956,32.621
1749-4885,32.521
1474-1776,50.167
1759-5061,14.100999999999999
1545-9993,13.333
0250-541X,0.519
0028-1522,1.3219999999999998
1569-4445,1.186
0211-6995,1.167
1388-5545,1.12
1679-6225,1.216
0028-3045,1.121
0899-7667,1.651
1749-8104,2.13
0969-9961,5.227
1074-7427,3.2439999999999998
1074-7427,3.2439999999999998
1074-7427,3.2439999999999998
0028-3770,0.7020000000000001
1130-1473,0.31
0925-2312,3.241
1541-6933,3.1630000000000003
1660-2854,2.785
0172-780X,0.754
1364-6745,3.09
1052-5149,1.275
1053-8119,5.426
2211-6753,1.026
1064-6671,1.0
1086-055X,2.55
1562-2975,3.713
1749-7922,3.198
1875-0710,1.7269999999999999
2051-5545,30.0
0513-5796,1.564
1874-4907,1.5219999999999998
0272-3646,1.0859999999999999
0375-9601,1.8630000000000002
1047-9651,1.867
0194-2638,1.719
0370-1573,20.099
2469-9926,2.909
2470-0045,2.2840000000000003
1862-6300,1.795
1466-853X,1.919
0091-3847,1.545
1094-8341,2.782
0300-0508,1.0
0167-6393,1.585
1362-4393,1.936
1476-3141,1.141
1944-3277,1.6
0277-6715,1.932
0962-2802,2.2840000000000003
1017-0405,0.8859999999999999
1229-9367,3.594
1229-9367,3.594
1550-8943,3.612
1066-5099,5.587000000000001
1066-5099,5.587000000000001
1547-3287,3.315
0039-128X,2.523
0039-128X,2.523
1436-3240,2.668
1436-3240,2.668
1532-6349,0.29600000000000004
1547-139X,0.765
1025-3890,3.0469999999999997
0081-5993,2.721
1545-2255,3.622
1541-7794,1.5
0022-2526,1.829
0960-8966,2.487
1314-2011,1.393
0944-7113,3.61
1851-5657,0.262
1755-1471,6.115
1386-341X,2.73
1342-4580,0.547
1385-0237,1.7590000000000001
0921-9668,2.465
1212-2580,1.0759999999999998
0044-4677,0.311
0044-5231,1.345
2056-306X,2.9
0300-3256,3.057
0967-1994,1.114
0967-1994,1.114
1612-8850,2.7
0919-6544,1.8869999999999998
0028-3908,4.249
0302-282X,1.421
0028-3932,2.888
0028-3940,2.346
1545-9683,4.711
0161-813X,3.076
0733-2467,3.263
1871-6784,3.733
0169-4286,2.6639999999999997
0262-4079,0.386
0028-8330,0.972
0362-546X,1.291
0924-090X,4.3389999999999995
0029-4527,0.40299999999999997
1355-2198,0.696
0039-3215,0.45
1553-734X,3.955
1935-2735,4.367
1553-7366,6.1579999999999995
0032-3772,2.658
1042-7147,2.137
0170-0839,1.589
0967-3911,0.461
1560-0904,0.735
0142-9418,2.247
1068-1302,0.326
0032-5910,3.23
0167-5877,1.9240000000000002
1751-9918,1.702
0095-4543,1.827
0032-8332,1.202
1933-6896,2.011
0941-4355,2.676
0267-0844,1.9780000000000002
2051-672X,2.074
2051-672X,2.074
0714-0045,0.795
0039-6265,1.163
2210-5379,1.196
2398-4902,
2398-4902,
2398-4902,
1939-6368,1.5819999999999999
1333-1124,0.797
0020-2967,0.59
0020-2967,0.59
0972-2815,0.91
1028-4559,1.0290000000000001
0734-1415,0.516
1063-7842,0.7070000000000001
2059-0105,3.1430000000000002
2059-0105,3.1430000000000002
1738-5733,1.655
1359-5113,2.616
0957-5820,3.4410000000000003
1468-4349,0.47200000000000003
0960-8974,3.147
2197-4284,2.481
1559-8985,2.8739999999999997
0360-1285,25.241999999999997
0079-6565,6.0
1129-8723,0.32299999999999995
0300-9440,2.955
2196-1042,1.25
0079-6727,10.732999999999999
1468-6783,0.649
1477-7606,0.5589999999999999
2050-3911,2.29
0952-3278,2.437
1741-0126,1.881
1615-9853,3.532
0033-183X,2.457
0033-2747,2.186
1778-3798,0.085
0033-2909,13.25
0969-8051,2.2030000000000003
1001-8042,1.085
0029-5450,0.7859999999999999
1040-7782,2.4090000000000003
1004-8979,0.695
0260-6917,2.0669999999999997
0260-6917,2.0669999999999997
0969-7330,1.876
1466-7681,1.1059999999999999
0894-3184,0.83
1471-5953,1.3130000000000002
0163-5581,2.261
0163-5581,2.261
0985-0562,0.2
0964-5691,2.276
1616-7341,1.575
0029-8018,2.214
0029-8018,2.214
1463-5003,3.013
1812-0784,2.289
0375-0183,0.769
0208-189X,0.8540000000000001
2162-402X,5.502999999999999
0190-535X,1.785
1021-335X,2.9760000000000004
1083-7159,5.306
2391-5463,0.484
1846-3886,0.551
1533-0346,1.646
1330-3651,0.6859999999999999
0306-4530,4.731
0933-4807,0.586
2045-8932,2.283
0033-5614,0.972
0898-2112,1.238
1570-0755,2.283
1142-2904,0.7070000000000001
1600-0870,1.7380000000000002
1600-0870,1.7380000000000002
0040-3660,0.247
0212-5919,0.31
0167-8442,2.215
1431-7613,1.5519999999999998
0304-3975,0.772
2197-0025,0.885
0040-5795,0.515
1838-7640,8.537
0040-6031,2.189
1547-4127,1.83
1050-7256,7.557
0049-3864,0.221
0001-2815,1.348
0040-8166,1.4380000000000002
1134-5764,1.094
0166-8641,0.5489999999999999
1068-5200,1.35
0257-0130,1.171
1042-0150,0.526
0301-634X,1.527
0144-8420,0.8220000000000001
0144-8420,0.8220000000000001
0988-3754,0.35
0922-6443,1.595
0067-1975,0.45799999999999996
1574-8928,2.509
0273-2300,2.815
1120-6330,0.9309999999999999
0034-4877,0.7959999999999999
1088-4165,1.0
1477-7827,2.852
1477-7827,2.852
0936-6768,1.422
1031-3613,2.105
1933-7191,2.548
0143-2087,1.614
1230-3402,1.156
1230-3402,1.156
1368-8375,4.636
1368-8375,4.636
2052-4129,5.455
0146-6380,2.81
1601-6335,2.077
1757-7853,1.147
0147-7447,1.463
1063-4584,5.454
0937-941X,3.8560000000000003
0889-5899,0.987
0194-5998,2.444
0305-9049,1.5119999999999998
1353-2618,0.9059999999999999
0957-6509,1.022
1464-4193,1.288
0370-047X,0.375
0748-2337,1.255
0041-0101,2.352
0947-3602,1.75
1940-4921,0.855
1541-6577,0.488
0020-1324,2.073
0954-6111,3.23
0300-9572,5.8629999999999995
0104-4230,0.736
0034-7744,0.511
0034-7094,0.85
0100-0683,0.799
0034-7752,1.412
0718-915X,0.43799999999999994
0179-5953,7.0
1436-2228,2.3280000000000003
2072-6651,3.273
0165-9936,7.034
1869-6716,2.521
1931-5244,4.88
1868-4483,8.266
1398-2273,1.869
1361-9209,3.445
0041-1655,3.338
0041-1868,0.879
1614-2942,1.829
0962-8924,18.564
0168-9525,10.556
0966-842X,11.776
1471-4922,7.928999999999999
0165-6147,12.107999999999999
2346-3775,0.389
1360-2276,2.541
0394-6975,0.778
0824-0469,1.909
0025-3324,0.708
0340-6253,2.58
1044-5803,2.892
0960-3409,1.423
2051-6347,13.183
2051-6347,13.183
0167-577X,2.687
1359-5997,2.271
1369-7021,24.537
1996-1944,2.467
0960-1627,2.714
1862-9679,1.083
1081-2865,2.545
1392-6292,0.716
0973-5348,1.101
0364-765X,1.078
1582-3067,0.25
0025-5793,0.779
0020-2940,0.878
0957-0233,1.685
0543-1972,0.39
0214-3429,0.605
0148-5598,2.0980000000000003
0376-7388,6.577999999999999
1057-7157,2.475
1057-7157,2.475
0960-1317,1.8880000000000001
1553-4650,3.0610000000000004
1359-6535,2.146
2041-2851,2.821
0044-8435,2.8560000000000003
2166-532X,4.127
0903-4641,2.026
0903-4641,2.026
1360-8185,3.967
0195-6663,3.174
0003-6811,0.963
0926-860X,4.521
1063-5203,2.833
1683-3511,2.365
1589-1623,0.721
0883-8542,0.49700000000000005
0099-2240,3.633
0003-6870,2.435
1175-5652,1.885
0307-904X,2.617
0307-904X,2.617
0862-7940,0.897
2190-5509,2.951
0168-9274,1.263
1570-5838,0.774
2168-0450,1.187
1041-6102,2.261
1041-6102,2.261
1434-2944,2.281
0306-7734,2.053
0937-3462,2.0780000000000003
1069-2509,3.667
1088-467X,0.691
0964-3397,1.653
1444-0903,1.785
1066-2243,3.838
1939-7291,1.081
1930-8337,1.465
0947-7047,2.347
1735-1383,0.787
1735-0328,1.3719999999999999
2251-6085,1.053
1026-1265,1.278
0251-0790,0.695
0009-2770,0.26
0897-4756,9.89
0009-3130,0.45
0301-0104,1.7069999999999999
1005-9040,1.248
0893-228X,3.432
2041-6520,9.062999999999999
1439-4227,2.7739999999999996
2199-692X,3.173
0169-7439,2.701
1018-4619,0.6729999999999999
1662-5188,2.073
2095-0217,2.0269999999999997
1754-5048,3.736
0532-8721,0.563
1756-8919,3.969
1568-4539,2.022
0165-0114,2.675
0966-6362,2.273
0167-8809,3.5410000000000004
0168-1923,4.039
0921-7126,0.461
1742-6405,2.3569999999999998
2158-3226,1.653
1873-9318,2.662
0140-3664,2.613
1016-3328,0.48700000000000004
0168-1699,2.427
0168-1699,2.427
0045-7930,2.221
0266-352X,3.138
1687-5265,1.649
0178-7675,2.7239999999999998
0178-7675,2.7239999999999998
0920-5489,1.465
0267-6192,0.855
1093-9687,5.475
1532-0626,1.114
1607-324X,1.095
0969-8043,1.123
1359-4311,3.7710000000000004
1869-215X,2.105
1353-5773,2.0780000000000003
0304-3770,1.787
1386-2588,1.9780000000000002
1463-4988,1.033
0990-7440,0.525
0990-7440,0.525
0948-3055,2.024
0739-7240,1.9369999999999998
2190-393X,3.395
0363-9045,1.883
0114-5916,3.585
1699-3993,1.325
0143-7208,3.767
0143-7208,3.767
0377-0265,1.219
1548-159X,0.606
1618-7229,1.111
0378-3782,2.025
1383-7427,0.452
0012-821X,4.581
1865-0473,1.6280000000000001
0012-8252,7.4910000000000005
1531-0353,0.7070000000000001
0342-7188,1.653
0019-0578,3.37
1939-8018,1.088
0962-1105,3.4330000000000003
1836-716X,0.84
1836-716X,0.84
0022-4561,2.258
0022-4561,2.258
0199-6231,1.367
0022-460X,2.6180000000000003
2115-7251,2.333
1079-0268,1.882
2287-6391,4.75
1047-8477,3.4330000000000003
0022-4766,0.521
1042-895X,0.5770000000000001
0001-7701,1.7209999999999999
0890-9369,9.462
1567-133X,1.515
0969-7128,3.2030000000000003
1865-3499,3.2110000000000003
1526-954X,2.667
0914-5087,2.918
1053-0770,1.574
1053-0770,1.574
1097-6647,5.457000000000001
1558-2027,1.67
1937-5387,2.3369999999999997
0021-9541,3.923
1747-5198,0.6679999999999999
0253-5106,0.28
0268-2575,2.5869999999999997
1549-9618,5.399
1758-2946,3.8930000000000002
1120-009X,1.49
0021-9630,6.486000000000001
0021-9630,6.486000000000001
1367-0484,1.865
0935-1175,2.311
1383-4517,1.641
0967-0661,2.616
1064-1955,1.2570000000000001
0936-9902,0.7829999999999999
1545-5963,2.428
1058-6180,0.619
1531-636X,3.9330000000000003
2162-2248,1.4340000000000002
1545-598X,2.892
1541-1672,2.596
1089-7801,1.929
1550-7416,3.804
0044-586X,0.866
0949-1775,0.667
0300-5771,8.36
0142-1123,3.1319999999999997
0168-1605,3.451
0950-5423,2.383
1532-3641,2.332
1543-5075,1.171
0277-1691,1.6280000000000001
0920-8542,1.5319999999999998
1097-3958,1.454
0022-4790,2.886
1054-9811,0.747
0022-4812,0.7929999999999999
1383-7621,0.9129999999999999
0968-0896,2.8810000000000002
1542-166X,0.33899999999999997
0006-3525,1.99
0960-8524,5.807
1981-3163,0.40399999999999997
1881-7815,1.844
0144-8463,2.8989999999999996
1537-5110,2.1319999999999997
0303-2647,1.619
0303-2647,1.619
1370-6233,0.795
1754-6834,5.497000000000001
0141-5492,1.8459999999999999
1542-9733,1.244
1542-9733,1.244
1464-4096,4.688
2044-5385,8.125
0803-7051,2.1069999999999998
0253-5068,1.919
1471-2261,1.8119999999999998
1472-6882,2.109
1471-2148,3.0269999999999997
0021-9665,1.037
1387-1307,2.45
0271-0749,3.134
0091-2751,0.978
2212-9820,5.502999999999999
1945-9645,1.619
0305-7518,0.752
0305-7518,0.752
0887-6924,10.023
1550-2724,2.576
0024-2829,1.865
1380-7870,1.0
0236-2945,0.16
1477-1535,1.921
0024-4201,1.936
0024-4902,0.613
0024-4937,3.8569999999999998
1461-1570,0.395
1367-0751,0.449
1367-0751,0.449
0341-2040,2.101
0169-5002,4.486000000000001
0767-0974,0.685
0932-8092,1.306
1998-9539,1.0859999999999999
0364-9059,2.065
2156-3381,3.075
0018-9197,2.069
0018-9197,2.069
1077-260X,3.367
0890-8044,7.197
1536-1268,3.022
1540-7977,2.6889999999999996
1530-437X,2.617
1053-5888,7.4510000000000005
0018-9235,2.105
1932-8184,4.337
0145-8876,1.955
0022-1201,2.675
0929-6646,2.452
0016-0032,3.576
1068-3666,0.574
1091-255X,2.813
0016-7622,0.632
0393-0440,0.7120000000000001
2169-8953,3.484
2169-9313,3.4819999999999998
1671-5411,1.581
1671-5411,1.581
1879-4068,3.359
0265-6736,3.44
0899-9457,1.423
1615-5262,1.6580000000000001
1615-5262,1.6580000000000001
0219-6220,1.755
1534-7346,1.212
1748-1317,0.8370000000000001
1387-3806,1.8259999999999998
0268-1900,0.802
1569-1713,1.896
0022-3093,2.488
